CityId,Hotspots,Country,State,City,LongCountry,LongState,LongCity
Y2FwYXJpY2FzZXTDumJhbHBvcnR1Z2Fs,7,PT,Setúbal,Caparica,Portugal,Setúbal,Caparica
Y2FwZGVwZXJhaWxsZXMgYmFsZWFyc3NwYWlu,19,ES,IB,Capdepera,Spain,Illes Balears,Capdepera
Y2FwIGRlcyBtb3LDs2lsbGVzIGJhbGVhcnNzcGFpbg,1,ES,IB,Cap des Moró,Spain,Illes Balears,Cap des Moró
Y2FwZSBjYW5hdmVyYWxmbG9yaWRhdW5pdGVkIHN0YXRlcw,1,US,FL,Cape Canaveral,United States,Florida,Cape Canaveral
Y2FwZSBjaGFybGVzdmlyZ2luaWF1bml0ZWQgc3RhdGVz,1,US,VA,Cape Charles,United States,Virginia,Cape Charles
Y2FwZSBjb3JhbGZsb3JpZGF1bml0ZWQgc3RhdGVz,73,US,FL,Cape Coral,United States,Florida,Cape Coral
Y2FwZSBlbGl6YWJldGhtYWluZXVuaXRlZCBzdGF0ZXM,2,US,ME,Cape Elizabeth,United States,Maine,Cape Elizabeth
Y2FwZWxsZSBhYW4gZGVuIGlqc3NlbHp1aWQtaG9sbGFuZG5ldGhlcmxhbmRz,19,NL,ZH,Capelle aan den IJssel,Netherlands,Zuid-Holland,Capelle aan den IJssel
Y2FwZSB0b3dud2VzdGVybiBjYXBlc291dGggYWZyaWNh,29,ZA,WC,Cape Town,South Africa,Western Cape,Cape Town
Y2FwaXRvbGFjYWxpZm9ybmlhdW5pdGVkIHN0YXRlcw,6,US,CA,Capitola,United States,California,Capitola
Y2FwaXRvbCBoZWlnaHRzbWFyeWxhbmR1bml0ZWQgc3RhdGVz,3,US,MD,Capitol Heights,United States,Maryland,Capitol Heights
Y2FyYWNhbGp1ZGXIm3VsIG9sdHJvbWFuaWE,5,RO,OT,Caracal,Romania,Județul Olt,Caracal
Y2FyYWNhc2Rpc3RyaXRvIGNhcGl0YWx2ZW5lenVlbGE,1,VE,Dto. Capital,CCS,Venezuela,Distrito Capital,Caracas
Y2FyYW5zZWJlyJlqdWRlyJt1bCBjYXJhyJktc2V2ZXJpbnJvbWFuaWE,2,RO,CS,Caransebeș,Romania,Județul Caraș-Severin,Caransebeș
Y2FyY2Fzc29ubmVvY2NpdGFuaWVmcmFuY2U,2,FR,Occitanie,Carcassonne,France,Occitanie,Carcassonne
Y2FyY2F2ZWxvc2xpc2JvYXBvcnR1Z2Fs,3,PT,Lisboa,Carcavelos,Portugal,Lisboa,Carcavelos
Y2FyZGlmZmN5bXJ1dW5pdGVkIGtpbmdkb20,6,GB,Cymru,Cardiff,United Kingdom,Cymru,Cardiff
Y2FyZGlmZnVuaXRlZCBraW5nZG9t,2,GB,null,Cardiff,United Kingdom,null,Cardiff
Y2FyZGlmZndhbGVzdW5pdGVkIGtpbmdkb20,113,GB,Wales,Cardiff,United Kingdom,Wales,Cardiff
Y2FyZGluZ3Rvbm9oaW91bml0ZWQgc3RhdGVz,4,US,OH,Cardington,United States,Ohio,Cardington
Y2FyZG9uYWxkc2NvdGxhbmR1bml0ZWQga2luZ2RvbQ,1,GB,Scotland,Cardonald,United Kingdom,Scotland,Cardonald
Y2FyZWlqdWRlyJt1bCBzYXR1IG1hcmVyb21hbmlh,2,RO,SM,Carei,Romania,Județul Satu Mare,Carei
Y2FyZmluc2NvdGxhbmR1bml0ZWQga2luZ2RvbQ,1,GB,Scotland,Carfin,United Kingdom,Scotland,Carfin
Y2FyaWF0aWNhbGFicmlhaXRhbHk,2,IT,Calabria,Cariati,Italy,Calabria,Cariati
Y2FyaWduYW5xdcOpYmVjY2FuYWRh,1,CA,QC,Carignan,Canada,Québec,Carignan
Y2FyaW5nYmFobmV3IHNvdXRoIHdhbGVzYXVzdHJhbGlh,1,AU,NSW,Caringbah,Australia,New South Wales,Caringbah
Y2FyaW5nYmFoIHNvdXRobmV3IHNvdXRoIHdhbGVzYXVzdHJhbGlh,1,AU,NSW,Caringbah South,Australia,New South Wales,Caringbah South
Y2FybGUgcGxhY2VuZXcgeW9ya3VuaXRlZCBzdGF0ZXM,2,US,NY,Carle Place,United States,New York,Carle Place
Y2FybGlzbGVlbmdsYW5kdW5pdGVkIGtpbmdkb20,1,GB,England,Carlisle,United Kingdom,England,Carlisle
Y2FybGlzbGVwZW5uc3lsdmFuaWF1bml0ZWQgc3RhdGVz,2,US,PA,Carlisle,United States,Pennsylvania,Carlisle
Y2FybG9zIHByYXRlc21pbmFzIGdlcmFpc2JyYXppbA,1,BR,MG,Carlos Prates,Brazil,Minas Gerais,Carlos Prates
Y2FybG93Y291bnR5IGNhcmxvd2lyZWxhbmQ,5,IE,CW,Carlow,Ireland,County Carlow,Carlow
Y2FybHNiYWRjYWxpZm9ybmlhdW5pdGVkIHN0YXRlcw,45,US,CA,Carlsbad,United States,California,Carlsbad
Y2FybHNiYWRuZXcgbWV4aWNvdW5pdGVkIHN0YXRlcw,1,US,NM,Carlsbad,United States,New Mexico,Carlsbad
Y2FybHN0YWR0bmV3IGplcnNleXVuaXRlZCBzdGF0ZXM,4,US,NJ,Carlstadt,United States,New Jersey,Carlstadt
Y2FybHRvbm9yZWdvbnVuaXRlZCBzdGF0ZXM,1,US,OR,Carlton,United States,Oregon,Carlton
Y2FybWVsaW5kaWFuYXVuaXRlZCBzdGF0ZXM,20,US,IN,Carmel,United States,Indiana,Carmel
Y2FybWVsbWFpbmV1bml0ZWQgc3RhdGVz,1,US,ME,Carmel,United States,Maine,Carmel
Y2FybWVsLWJ5LXRoZS1zZWFjYWxpZm9ybmlhdW5pdGVkIHN0YXRlcw,1,US,CA,Carmel-By-The-Sea,United States,California,Carmel-by-the-Sea
Y2FybWVsIGhhbWxldG5ldyB5b3JrdW5pdGVkIHN0YXRlcw,4,US,NY,Carmel Hamlet,United States,New York,Carmel Hamlet
Y2FybWljaGFlbGNhbGlmb3JuaWF1bml0ZWQgc3RhdGVz,7,US,CA,Carmichael,United States,California,Carmichael
Y2FybmF4aWRlbGlzYm9hcG9ydHVnYWw,4,PT,Lisboa,Carnaxide,Portugal,Lisboa,Carnaxide
Y2FybmVnaWVwZW5uc3lsdmFuaWF1bml0ZWQgc3RhdGVz,2,US,PA,Carnegie,United States,Pennsylvania,Carnegie
Y2FybmV5cyBwb2ludCB0b3duc2hpcG5ldyBqZXJzZXl1bml0ZWQgc3RhdGVz,4,US,NJ,Carneys Point Township,United States,New Jersey,Carneys Point Township
Y2Fybm90LW1vb25wZW5uc3lsdmFuaWF1bml0ZWQgc3RhdGVz,6,US,PA,Carnot-Moon,United States,Pennsylvania,Carnot-Moon
Y2Fyb21pY2hpZ2FudW5pdGVkIHN0YXRlcw,1,US,MI,Caro,United States,Michigan,Caro
Y2Fyb2xpbmFjYXJvbGluYXB1ZXJ0byByaWNv,7,PR,Carolina,Carolina,Puerto Rico,Carolina,Carolina
Y2Fyb2xpbmEgYmVhY2hub3J0aCBjYXJvbGluYXVuaXRlZCBzdGF0ZXM,6,US,NC,Carolina Beach,United States,North Carolina,Carolina Beach
Y2Fyb2xpbmV3aXNjb25zaW51bml0ZWQgc3RhdGVz,2,US,WI,Caroline,United States,Wisconsin,Caroline
Y2Fyb2wgc3RyZWFtaWxsaW5vaXN1bml0ZWQgc3RhdGVz,10,US,IL,Carol Stream,United States,Illinois,Carol Stream
Y2Fyb3VnZWdlbsOodmVzd2l0emVybGFuZA,2,CH,GE,Carouge,Switzerland,Genève,Carouge
Y2FycGVudHJhc3Byb3ZlbmNlLWFscGVzLWPDtHRlIGQnYXp1cmZyYW5jZQ,2,FR,Provence-Alpes-Côte d'Azur,Carpentras,France,Provence-Alpes-Côte d'Azur,Carpentras
Y2FycGllbWlsaWEtcm9tYWduYWl0YWx5,1,IT,Emilia-Romagna,Carpi,Italy,Emilia-Romagna,Carpi
Y2FycGlhbm9sb21iYXJkaWFpdGFseQ,2,IT,Lombardia,Carpiano,Italy,Lombardia,Carpiano
Y2FycGlnbmFubyBzYWxlbnRpbm9wdWdsaWFpdGFseQ,1,IT,Puglia,Carpignano Salentino,Italy,Puglia,Carpignano Salentino
Y2FycmFiYXNzZXR0IHZhbGxleW1haW5ldW5pdGVkIHN0YXRlcw,1,US,ME,Carrabassett Valley,United States,Maine,Carrabassett Valley
Y2FycmFjZWRlbG9jYXN0aWxsYSB5IGxlw7Nuc3BhaW4,1,ES,CL,Carracedelo,Spain,Castilla y León,Carracedelo
Y2FycmVnYWRvbGlzYm9hcG9ydHVnYWw,1,PT,Lisboa,Carregado,Portugal,Lisboa,Carregado
Y2Fycmlja3BoZXJpc2hjb3VudHkgd2F0ZXJmb3JkaXJlbGFuZA,1,IE,WD,Carrickpherish,Ireland,County Waterford,Carrickpherish
Y2FycmlnYWxpbmVjb3VudHkgY29ya2lyZWxhbmQ,1,IE,CO,Carrigaline,Ireland,County Cork,Carrigaline
Y2FycmluZ3Rvbm5ldyBzb3V0aCB3YWxlc2F1c3RyYWxpYQ,1,AU,NSW,Carrington,Australia,New South Wales,Carrington
Y2Fycm9sbHRvbmdlb3JnaWF1bml0ZWQgc3RhdGVz,2,US,GA,Carrollton,United States,Georgia,Carrollton
Y2Fycm9sbHRvbm9oaW91bml0ZWQgc3RhdGVz,2,US,OH,Carrollton,United States,Ohio,Carrollton
Y2Fycm9sbHRvbnRleGFzdW5pdGVkIHN0YXRlcw,72,US,TX,Carrollton,United States,Texas,Carrollton
Y2Fycm9sbHRvbnZpcmdpbmlhdW5pdGVkIHN0YXRlcw,1,US,VA,Carrollton,United States,Virginia,Carrollton
Y2FycnlkdWZmbm9ydGhlcm4gaXJlbGFuZHVuaXRlZCBraW5nZG9t,1,GB,Northern Ireland,Carryduff,United Kingdom,Northern Ireland,Carryduff
Y2Fyc2hhbHRvbmVuZ2xhbmR1bml0ZWQga2luZ2RvbQ,7,GB,England,Carshalton,United Kingdom,England,Carshalton
Y2Fyc29uY2FsaWZvcm5pYXVuaXRlZCBzdGF0ZXM,24,US,CA,Carson,United States,California,Carson
Y2Fyc29uIGNpdHluZXZhZGF1bml0ZWQgc3RhdGVz,9,US,NV,Carson City,United States,Nevada,Carson City
Y2FydGFnZW5vdmFsaWd1cmlhaXRhbHk,1,IT,Liguria,Cartagenova,Italy,Liguria,Cartagenova
Y2FydGF4b3NhbnRhcsOpbXBvcnR1Z2Fs,2,PT,Santarém,Cartaxo,Portugal,Santarém,Cartaxo
Y2FydGVyZXRuZXcgamVyc2V5dW5pdGVkIHN0YXRlcw,10,US,NJ,Carteret,United States,New Jersey,Carteret
Y2FydGVyIGxha2Vpb3dhdW5pdGVkIHN0YXRlcw,1,US,IA,Carter Lake,United States,Iowa,Carter Lake
Y2FydGVydG9uZW5nbGFuZHVuaXRlZCBraW5nZG9t,1,GB,England,Carterton,United Kingdom,England,Carterton
Y2FydGhhZ2VtaXNzaXNzaXBwaXVuaXRlZCBzdGF0ZXM,1,US,MS,Carthage,United States,Mississippi,Carthage
Y2FydWdhdGVsb21iYXJkaWFpdGFseQ,1,IT,Lombardia,Carugate,Italy,Lombardia,Carugate
Y2FydXRoZXJzY2FsaWZvcm5pYXVuaXRlZCBzdGF0ZXM,2,US,CA,Caruthers,United States,California,Caruthers
Y2Fydmljb2xvbWJhcmRpYWl0YWx5,2,IT,Lombardia,Carvico,Italy,Lombardia,Carvico
Y2Fydm9laXJhbGlzYm9hcG9ydHVnYWw,1,PT,Lisboa,Carvoeira,Portugal,Lisboa,Carvoeira
Y2FyeWlsbGlub2lzdW5pdGVkIHN0YXRlcw,3,US,IL,Cary,United States,Illinois,Cary
Y2FyeW5vcnRoIGNhcm9saW5hdW5pdGVkIHN0YXRlcw,79,US,NC,Cary,United States,North Carolina,Cary
Y2FzYWJsYW5jYWNhc2FibGFuY2Etc2V0dGF0bW9yb2Njbw,1,MA,Casablanca-Settat,Casablanca,Morocco,Casablanca-Settat,Casablanca
Y2FzYWwgZGUgY2FtYnJhbGlzYm9hcG9ydHVnYWw,2,PT,Lisboa,Casal de Cambra,Portugal,Lisboa,Casal de Cambra
Y2FzYWwgZGUgc8OjbyBicsOhc2xpc2JvYXBvcnR1Z2Fs,3,PT,Lisboa,Casal de São Brás,Portugal,Lisboa,Casal de São Brás
Y2FzYWxpbm9waWVtb250ZWl0YWx5,4,IT,Piemonte,Casalino,Italy,Piemonte,Casalino
Y2FzYW5vbGlndXJpYWl0YWx5,1,IT,Liguria,Casano,Italy,Liguria,Casano
Y2EnIHNhdmlvdmVuZXRvaXRhbHk,1,IT,Veneto,Ca' Savio,Italy,Veneto,Ca' Savio
Y2FzY2FkdXJhcmlvIGRlIGphbmVpcm9icmF6aWw,1,BR,RJ,Cascadura,Brazil,Rio de Janeiro,Cascadura
Y2FzY2Fpc2xpc2JvYXBvcnR1Z2Fs,9,PT,Lisboa,Cascais,Portugal,Lisboa,Cascais
Y2FzIGNhdGFsw6BpbGxlcyBiYWxlYXJzc3BhaW4,2,ES,IB,Cas Català,Spain,Illes Balears,Cas Català
Y2FzY2luYSBzYW4gbWF1cml6aW9sb21iYXJkaWFpdGFseQ,1,IT,Lombardia,Cascina San Maurizio,Italy,Lombardia,Cascina San Maurizio
Y2FzY29taWNoaWdhbnVuaXRlZCBzdGF0ZXM,1,US,MI,Casco,United States,Michigan,Casco
Y2FzZXl2aWxsZWlsbGlub2lzdW5pdGVkIHN0YXRlcw,17,US,IL,Caseyville,United States,Illinois,Caseyville
Y2FzaGVsY291bnR5IHRpcHBlcmFyeWlyZWxhbmQ,2,IE,TA,Cashel,Ireland,County Tipperary,Cashel
Y2FzaW5vdG9zY2FuYWl0YWx5,1,IT,Toscana,Casino,Italy,Toscana,Casino
xI3DoXNsYXZzdMWZZWRvxI1lc2vDvSBrcmFqY3plY2hpYQ,1,CZ,Středočeský kraj,Čáslav,Czechia,Středočeský kraj,Čáslav
Y2Fzb25lbG9tYmFyZGlhaXRhbHk,1,IT,Lombardia,Casone,Italy,Lombardia,Casone
Y2FzcGVyd3lvbWluZ3VuaXRlZCBzdGF0ZXM,2,US,WY,Casper,United States,Wyoming,Casper
Y2Fzc2F0dHNvdXRoIGNhcm9saW5hdW5pdGVkIHN0YXRlcw,1,US,SC,Cassatt,United States,South Carolina,Cassatt
Y2Fzc2VsYmVycnlmbG9yaWRhdW5pdGVkIHN0YXRlcw,5,US,FL,Casselberry,United States,Florida,Casselberry
Y2FzdGFpY2NhbGlmb3JuaWF1bml0ZWQgc3RhdGVz,2,US,CA,Castaic,United States,California,Castaic
Y2FzdGFuaGVpcmEgZG8gcmliYXRlam9saXNib2Fwb3J0dWdhbA,1,PT,Lisboa,Castanheira do Ribatejo,Portugal,Lisboa,Castanheira do Ribatejo
Y2FzdGVsIGQnYXp6YW5vdmVuZXRvaXRhbHk,1,IT,Veneto,Castel D'Azzano,Italy,Veneto,Castel D'Azzano
Y2FzdGVsIGRpIGxldmFsYXppb2l0YWx5,1,IT,Lazio,Castel di Leva,Italy,Lazio,Castel di Leva
Y2FzdGVsbGRlZmVsc2NhdGFsdW55YXNwYWlu,1,ES,CT,Castelldefels,Spain,Catalunya,Castelldefels
Y2FzdGVsbMOzIGRlIGxhIHBsYW5hY29tdW5pZGFkIHZhbGVuY2lhbmFzcGFpbg,6,ES,VC,Castelló de la Plana,Spain,Comunidad Valenciana,Castelló de la Plana
Y2FzdGVsbMOzbiBkZSBsYSBwbGFuYWNvbXVuaWRhZCB2YWxlbmNpYW5hc3BhaW4,1,ES,VC,Castellón de la Plana,Spain,Comunidad Valenciana,Castellón de la Plana
Y2FzdGVsb21pbmFzIGdlcmFpc2JyYXppbA,1,BR,MG,Castelo,Brazil,Minas Gerais,Castelo
Y2FzdGVsIHNhbiBwaWV0cm8gdGVybWVlbWlsaWEtcm9tYWduYWl0YWx5,1,IT,Emilia-Romagna,Castel San Pietro Terme,Italy,Emilia-Romagna,Castel San Pietro Terme
Y2FzdGxlIGJyb213aWNoZW5nbGFuZHVuaXRlZCBraW5nZG9t,1,GB,England,Castle Bromwich,United Kingdom,England,Castle Bromwich
Y2FzdGxlZm9yZGVuZ2xhbmR1bml0ZWQga2luZ2RvbQ,2,GB,England,Castleford,United Kingdom,England,Castleford
Y2FzdGxlZ2FyYnJpdGlzaCBjb2x1bWJpYWNhbmFkYQ,3,CA,BC,Castlegar,Canada,British Columbia,Castlegar
Y2FzdGxlIHBpbmVzY29sb3JhZG91bml0ZWQgc3RhdGVz,2,US,CO,Castle Pines,United States,Colorado,Castle Pines
Y2FzdGxlIHJvY2tjb2xvcmFkb3VuaXRlZCBzdGF0ZXM,30,US,CO,Castle Rock,United States,Colorado,Castle Rock
Y2FzdGxlIHJvY2t3YXNoaW5ndG9udW5pdGVkIHN0YXRlcw,2,US,WA,Castle Rock,United States,Washington,Castle Rock
Y2FzdGxldG9ud2FsZXN1bml0ZWQga2luZ2RvbQ,1,GB,Wales,Castleton,United Kingdom,Wales,Castleton
Y2FzdGxlIHZhbGVlbmdsYW5kdW5pdGVkIGtpbmdkb20,1,GB,England,Castle Vale,United Kingdom,England,Castle Vale
Y2FzdHJvIGRhaXJldmlzZXVwb3J0dWdhbA,1,PT,Viseu,Castro Daire,Portugal,Viseu,Castro Daire
Y2FzdHJvIHZhbGxleWNhbGlmb3JuaWF1bml0ZWQgc3RhdGVz,29,US,CA,Castro Valley,United States,California,Castro Valley
Y8SDdMSDbcSDcmXImXRpLWRlYWxqdWRlyJt1bCBib3RvyJlhbmlyb21hbmlh,1,RO,BT,Cătămărești-Deal,Romania,Județul Botoșani,Cătămărești-Deal
Y2F0YW5pYXNpY2lsaWFpdGFseQ,19,IT,Sicilia,Catania,Italy,Sicilia,Catania
Y2F0YXNhdXF1YXBlbm5zeWx2YW5pYXVuaXRlZCBzdGF0ZXM,1,US,PA,Catasauqua,United States,Pennsylvania,Catasauqua
Y2F0YXdiYXNvdXRoIGNhcm9saW5hdW5pdGVkIHN0YXRlcw,2,US,SC,Catawba,United States,South Carolina,Catawba
Y8SDyJtlbHVqdWRlyJt1bCBpbGZvdnJvbWFuaWE,1,RO,IF,Cățelu,Romania,Județul Ilfov,Cățelu
Y2F0aGVkcmFsIGNpdHljYWxpZm9ybmlhdW5pdGVkIHN0YXRlcw,9,US,CA,Cathedral City,United States,California,Cathedral City
Y2F0aW5vbGF6aW9pdGFseQ,1,IT,Lazio,Catino,Italy,Lazio,Catino
Y2F0bGV0dHZpcmdpbmlhdW5pdGVkIHN0YXRlcw,2,US,VA,Catlett,United States,Virginia,Catlett
Y2F0b25zdmlsbGVtYXJ5bGFuZHVuaXRlZCBzdGF0ZXM,5,US,MD,Catonsville,United States,Maryland,Catonsville
Y2F0b29zYW9rbGFob21hdW5pdGVkIHN0YXRlcw,2,US,OK,Catoosa,United States,Oklahoma,Catoosa
Y2F0cmFsY29tdW5pZGFkIHZhbGVuY2lhbmFzcGFpbg,3,ES,VC,Catral,Spain,Comunidad Valenciana,Catral
Y2F2YWxsaW5hdG9zY2FuYWl0YWx5,1,IT,Toscana,Cavallina,Italy,Toscana,Cavallina
Y2F2ZSBjcmVla2FyaXpvbmF1bml0ZWQgc3RhdGVz,7,US,AZ,Cave Creek,United States,Arizona,Cave Creek
Y2F2ZSBzcHJpbmdzYXJrYW5zYXN1bml0ZWQgc3RhdGVz,4,US,AR,Cave Springs,United States,Arkansas,Cave Springs
Y2F5Y2Vzb3V0aCBjYXJvbGluYXVuaXRlZCBzdGF0ZXM,5,US,SC,Cayce,United States,South Carolina,Cayce
Y2F5ZXljYXlleXB1ZXJ0byByaWNv,1,PR,Cayey,Cayey,Puerto Rico,Cayey,Cayey
Y8OpYmF6YXRhdXZlcmduZS1yaMO0bmUtYWxwZXNmcmFuY2U,1,FR,Auvergne-Rhône-Alpes,Cébazat,France,Auvergne-Rhône-Alpes,Cébazat
Y2VjY2hpbmFsYXppb2l0YWx5,1,IT,Lazio,Cecchina,Italy,Lazio,Cecchina
Y2VjaWwtYmlzaG9wcGVubnN5bHZhbmlhdW5pdGVkIHN0YXRlcw,1,US,PA,Cecil-Bishop,United States,Pennsylvania,Cecil-Bishop
Y2VkYXIgY2l0eXV0YWh1bml0ZWQgc3RhdGVz,4,US,UT,Cedar City,United States,Utah,Cedar City
Y2VkYXIgY3JlZWt0ZXhhc3VuaXRlZCBzdGF0ZXM,1,US,TX,Cedar Creek,United States,Texas,Cedar Creek
Y2VkYXIgY3Jlc3RuZXcgbWV4aWNvdW5pdGVkIHN0YXRlcw,1,US,NM,Cedar Crest,United States,New Mexico,Cedar Crest
Y2VkYXIgZ3JvdmVuZXcgamVyc2V5dW5pdGVkIHN0YXRlcw,9,US,NJ,Cedar Grove,United States,New Jersey,Cedar Grove
Y2VkYXIgaGlsbHN1dGFodW5pdGVkIHN0YXRlcw,6,US,UT,Cedar Hills,United States,Utah,Cedar Hills
Y2VkYXJodXJzdG5ldyB5b3JrdW5pdGVkIHN0YXRlcw,2,US,NY,Cedarhurst,United States,New York,Cedarhurst
Y2VkYXIgbGFrZWluZGlhbmF1bml0ZWQgc3RhdGVz,1,US,IN,Cedar Lake,United States,Indiana,Cedar Lake
Y2VkYXIgcGFya3RleGFzdW5pdGVkIHN0YXRlcw,26,US,TX,Cedar Park,United States,Texas,Cedar Park
Y2VkYXIgcmFwaWRzaW93YXVuaXRlZCBzdGF0ZXM,45,US,IA,Cedar Rapids,United States,Iowa,Cedar Rapids
Y2VkYXIgc3ByaW5nc21pY2hpZ2FudW5pdGVkIHN0YXRlcw,1,US,MI,Cedar Springs,United States,Michigan,Cedar Springs
Y2VkYXJ0b3duZ2VvcmdpYXVuaXRlZCBzdGF0ZXM,2,US,GA,Cedartown,United States,Georgia,Cedartown
Y2VpYmFmYWphcmRvcHVlcnRvIHJpY28,1,PR,Fajardo,Ceiba,Puerto Rico,Fajardo,Ceiba
Y2VqbGVrcmFqIHZ5c2_EjWluYWN6ZWNoaWE,1,CZ,Kraj Vysočina,Cejle,Czechia,Kraj Vysočina,Cejle
Y2VsZWJyYXRpb25mbG9yaWRhdW5pdGVkIHN0YXRlcw,1,US,FL,Celebration,United States,Florida,Celebration
Y2VsaW5hb2hpb3VuaXRlZCBzdGF0ZXM,1,US,OH,Celina,United States,Ohio,Celina
Y2VsaW5hdGV4YXN1bml0ZWQgc3RhdGVz,1,US,TX,Celina,United States,Texas,Celina
Y2VsamVjZWxqZXNsb3Zlbmlh,5,SI,Celje,Celje,Slovenia,Celje,Celje
Y2Vub25ub3V2ZWxsZS1hcXVpdGFpbmVmcmFuY2U,1,FR,Nouvelle-Aquitaine,Cenon,France,Nouvelle-Aquitaine,Cenon
Y2VudGVubmlhbGNvbG9yYWRvdW5pdGVkIHN0YXRlcw,85,US,CO,Centennial,United States,Colorado,Centennial
Y2VudGVydXByYXZuYSBlbm90YSBtYXJpYm9yc2xvdmVuaWE,4,SI,Upravna enota Maribor,Center,Slovenia,Upravna enota Maribor,Center
Y2VudGVyZWFjaG5ldyB5b3JrdW5pdGVkIHN0YXRlcw,3,US,NY,Centereach,United States,New York,Centereach
Y2VudGVyIGxpbmVtaWNoaWdhbnVuaXRlZCBzdGF0ZXM,2,US,MI,Center Line,United States,Michigan,Center Line
Y2VudGVycG9ydG5ldyB5b3JrdW5pdGVkIHN0YXRlcw,1,US,NY,Centerport,United States,New York,Centerport
Y2VudGVydG9uYXJrYW5zYXN1bml0ZWQgc3RhdGVz,10,US,AR,Centerton,United States,Arkansas,Centerton
Y2VudGVydmlsbGVtaW5uZXNvdGF1bml0ZWQgc3RhdGVz,1,US,MN,Centerville,United States,Minnesota,Centerville
Y2VudGVydmlsbGV1dGFodW5pdGVkIHN0YXRlcw,1,US,UT,Centerville,United States,Utah,Centerville
Y2VudHJhbHNvdXRoIGNhcm9saW5hdW5pdGVkIHN0YXRlcw,1,US,SC,Central,United States,South Carolina,Central
Y2VudHJhbGEgc8O2ZGVydMOkbGplc3RvY2tob2xtcyBsw6Ruc3dlZGVu,3,SE,Stockholms län,Centrala Södertälje,Sweden,Stockholms län,Centrala Södertälje
Y2VudHJhbGEgc3RhZGVuc2vDpW5lIGzDpG5zd2VkZW4,10,SE,Skåne län,Centrala staden,Sweden,Skåne län,Centrala staden
Y2VudHJhbGEgc3RhbnbDpHN0ZXJib3R0ZW5zIGzDpG5zd2VkZW4,1,SE,Västerbottens län,Centrala Stan,Sweden,Västerbottens län,Centrala Stan
Y2VudHJhbGEgdHJlbGxlYm9yZ3Nrw6VuZSBsw6Ruc3dlZGVu,3,SE,Skåne län,Centrala Trelleborg,Sweden,Skåne län,Centrala Trelleborg
Y2VudHJhbCBmYWxsc3Job2RlIGlzbGFuZHVuaXRlZCBzdGF0ZXM,1,US,RI,Central Falls,United States,Rhode Island,Central Falls
Y2VudHJhbCBpc2xpcG5ldyB5b3JrdW5pdGVkIHN0YXRlcw,1,US,NY,Central Islip,United States,New York,Central Islip
Y2VudHJhbCBzcXVhcmVuZXcgeW9ya3VuaXRlZCBzdGF0ZXM,1,US,NY,Central Square,United States,New York,Central Square
Y2VudHJldmlsbGV2aXJnaW5pYXVuaXRlZCBzdGF0ZXM,12,US,VA,Centreville,United States,Virginia,Centreville
Y2VudHJlIHdlbGxpbmd0b25vbnRhcmlvY2FuYWRh,1,CA,ON,Centre Wellington,Canada,Ontario,Centre Wellington
Y2VudHJvbWluYXMgZ2VyYWlzYnJhemls,1,BR,MG,Centro,Brazil,Minas Gerais,Centro
Y2VudHJvbW9yZWxvc21leGljbw,1,MX,Mor.,Centro,Mexico,Morelos,Centro
Y2VudHJvcmlvIGRlIGphbmVpcm9icmF6aWw,8,BR,RJ,Centro,Brazil,Rio de Janeiro,Centro
Y2VudHJvc2FudGEgY2F0YXJpbmFicmF6aWw,8,BR,SC,Centro,Brazil,Santa Catarina,Centro
Y2VudHJvc8OjbyBwYXVsb2JyYXppbA,1,BR,SP,Centro,Brazil,São Paulo,Centro
Y2VudHJvIGNvbWVyY2lhbCBqdWJyYW5zw6NvIHBhdWxvYnJhemls,1,BR,SP,Centro Comercial Jubran,Brazil,São Paulo,Centro Comercial Jubran
Y2VudHJvIGVtcHJlc2FyaWFsIHRhbWJvcsOpc8OjbyBwYXVsb2JyYXppbA,1,BR,SP,Centro Empresarial Tamboré,Brazil,São Paulo,Centro Empresarial Tamboré
Y2VudHJvIGhpc3TDs3JpY29yaW8gZ3JhbmRlIGRvIHN1bGJyYXppbA,1,BR,RS,Centro Histórico,Brazil,Rio Grande do Sul,Centro Histórico
Y2VudHJ1bWhhbGxhbmRzIGzDpG5zd2VkZW4,5,SE,Hallands län,Centrum,Sweden,Hallands län,Centrum
Y2VudHJ1bXVwcHNhbGEgbMOkbnN3ZWRlbg,5,SE,Uppsala län,Centrum,Sweden,Uppsala län,Centrum
Y2VudHJ1bXbDpHN0bWFubGFuZHMgbMOkbnN3ZWRlbg,2,SE,Västmanlands län,Centrum,Sweden,Västmanlands län,Centrum
Y2VudHJ1bXbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,11,SE,Västra Götalands län,Centrum,Sweden,Västra Götalands län,Centrum
Y2VudHJ1bS1mw6Vuw6RzLW55ZGFsLXbDpHN0ZXLDpG5nZW51cHBzYWxhIGzDpG5zd2VkZW4,1,SE,Uppsala län,Centrum-Fånäs-Nydal-Västerängen,Sweden,Uppsala län,Centrum-Fånäs-Nydal-Västerängen
Y2VudHJ1bS1zYW5kYmFja2Fnw6R2bGVib3JncyBsw6Ruc3dlZGVu,6,SE,Gävleborgs län,Centrum-Sandbacka,Sweden,Gävleborgs län,Centrum-Sandbacka
